Name_val,Cost_BudgetYearOneBase_Quantity_val,Cost_BudgetYearOneBase_TotalCost_val,Cost_BudgetYearOne_Quantity_val,Cost_BudgetYearOne_TotalCost_val,Cost_BudgetYearTwo_Quantity_val,Cost_BudgetYearTwo_TotalCost_val,Cost_BudgetYearThree_Quantity_val,Cost_BudgetYearThree_TotalCost_val,Cost_CurrentYear_Quantity_val,Cost_CurrentYear_TotalCost_val,Cost_BudgetYearFour_Quantity_val,Cost_BudgetYearFour_TotalCost_val,Cost_BudgetYearFive_Quantity_val,Cost_BudgetYearFive_TotalCost_val,Cost_PriorYear_Quantity_val,Cost_PriorYear_TotalCost_val,Cost_AllPriorYears_Quantity_val,Cost_AllPriorYears_TotalCost_val,Cost_BudgetYearOneOCO_Quantity_val,Cost_BudgetYearOneOCO_TotalCost_val,@SOURCE_FILENAME,@RECORDID,@ROWID,@PARENTROWID,@PARENT
"Air National Guard","18","1.36","18","1.36","4","0.315","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","1-d1bda590d21cbb20870d7c54ec71eb09ed801e48cf6ff5a40374de0bc6ae2a66","0-1bf8ea514c3d53152ae1cc01f5be6ebce4d3bc722f61a44a84eecf1cd749bcf2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","18","1.419","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","2-1d1b811cd75d6b9c988779b888e3c8d1a732a34c1d6de8b28c2b3054e4b1e598","0-1bf8ea514c3d53152ae1cc01f5be6ebce4d3bc722f61a44a84eecf1cd749bcf2","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","79","28.79","79","28.79","30","9.615","","","144","101.143","","","","","144","7.254","297","164.673","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-02cbb7ce65337bb390dde463700d5bc5bc85178ab557ef4ab34da5cdc4bf099d","0-9a5d075367e5201739553650ef1d02508ace02562f02b463bc626897d2dbba8c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","55","20.044","55","20.044","51","16.346","","","14","9.833","","","","","24","1.209","82","44.799","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","1-5cc19e705e3642c0fce49ecfac57f360dab265f2567769eeaa6a3114a7cb7b57","0-9a5d075367e5201739553650ef1d02508ace02562f02b463bc626897d2dbba8c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","21","7.653","21","7.653","58","18.589","","","12","8.429","","","","","","","53","30.434","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","2-31cabffb9051017cdd07589d9ec3b9aa214a4df3f517f454f807bc5e39b56a1b","0-9a5d075367e5201739553650ef1d02508ace02562f02b463bc626897d2dbba8c","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","38","2.071","38","2.071","33","1.966","33","2.112","2","1.771","33","2.156","33","2.252","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-7ceb1c8f1b998018f04b36bd8c984ade42b96495d4ccfaa8425e8ba8c1429c17","0-6ff11041be99dfd7053c4bec83096914af6466d6630d38bd866ee28be3fc5272","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","5.474","2","5.474","2","5.497","2","5.53","","","3","10.003","4","12.94","2","4.886","8","21.695","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-f46ed64a97b1fca5a222aa8dbd70bf8107fbe4c0fae06a0edced5dcf97001651","0-c5c89bd76c405731690834a70d10c938a51a74e94724c48178e4dd7a11d5304e","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","15.428","2","15.428","2","15.594","2","15.708","","","4","39.035","6","57.685","2","12.688","6","45.464","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","78c918e558351b6288ed00d3fa0158ff56c3e1927815f4e37c6567350b25fdbd","0-3606b053cc8a9b752dc70b6109b32a0c1e340dbf7e3919b33da03843d33f5c08","0-f43d3cd940266c488f1d752ff786d155a73d9219c62491925d64c2932ccf6ad0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","2","2","2","2","1.85","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","39b1d101b25f149fa72912e9f2de9290389ae25db4d7dc29b59d392f9ed4b32e","0-7b8666abaef4e9d25a7f270e1bfce11cd060779ec9ae754ae08385d1ce8960fa","0-e6b343e00737baf2b08c0526036c15d1c267a880846f437ed3d74bd8ba3765b8","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","3","0.155","3","0.155","12","0.447","12","0.45","","","11","0.399","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","0-cd063855b0b150cf8126af85001648c767aca97cdc87c78f348046c11d060f28","0-f587d81f75ada28843752831f4da379fb3969f6c7f5812ab31615087fd59b631","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","1","0.052","1","0.052","4","0.149","4","0.149","","","3","0.109","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","1-d953583c090255f3855148cce9d912399203f14e286dec33ef874707229b315c","0-f587d81f75ada28843752831f4da379fb3969f6c7f5812ab31615087fd59b631","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","8.8","2","8.8","9","12.5","17","17.5","","","","","","","1","8.3","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","0-4d16c62fa5364dd254ed55d5d02182067fb2b1a6669ca12487fb6791de55b909","0-4f77379be03f9cc0eb24a34169b285acf003208fffd1971280102b7ed4397051","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","6","0.38","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","0-a933e24b711e424c01a838a2f35cd93f9bcecb7d158affc9c6d2e791d67409a3","0-bd4df5c62ef4a6a54232af022166fd68c8bf46c9d8623feee9b47ab59e9443df","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","","","","","12","2.351","23","1.759","","","21","0.000","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","0-eb82a745c2bca2acfddfff7717b22d1190bca29950397f26d3547515dece7b7e","0-8119f472fd67382f01b9ed6514f226bef92441a6ef489f4db0217cfd0063ef5d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","15","0.72","","","3","0.000","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","5e4ee341ac65bd46182c9e78a0b81a02a17a47f50f2d7473bfb079ba6e3dc3b8","1-1c7d13c16329c3e38147eac0c245eb9b898a54e7b1ed76a0b886285f6abb4050","0-8119f472fd67382f01b9ed6514f226bef92441a6ef489f4db0217cfd0063ef5d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","22","18.1","22","18.1","22","19.146","22","19.155","2","4.341","22","19.13","22","22.013","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","676b70bdf42a536b536241d81ebd24cf7df9126aa6518c5bf02efd6cebdd4966","0-e74988e7622ae0d24c0fc8df8d4d6952be605330130740631d1e3d79c500395f","0-af6a68abf8935c0ff6d7fad95c114cb1c6a0f7014aa1f261828bf8c5318549f0","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","2","25.4","2","25.4","1","19.82","1","2.7","0","0.000","1","12.6","2","28.9","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","ef4de724616dbe350c2d8cdbad81862d16464e02ca15409491c910e75a43c4a7","0-f8f41902fc4936be7597eca7a09a8c813115329497d616746a3653c2637a6a2b","0-9a5d401ab0d591b248e664d0f90da25ecf4f444108050f7359863aa3172b1ab3","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","25","13.464","25","13.464","32","14.5","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","de2428a1c0843342d0d54fc1363d5c251c0e0b362aa94ded4ed80444dc5a5c22","0-9f0e963b416d4845d832e20a0edc69f9027aa4525028d0c8da472fdc9cd3ebf8","0-a546312ce20630435a130d494361d6c2605f64d96330edf74e48b37d30d6e610","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","7","3.5","7","3.5","10","5","5","2.5","9","4.5","0","0.000","0","0.000","2","1","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","6e816b280add2c6e3187c3bccce8af48caea4e5a4a368db70425872ae7cc52fe","0-ee5eb980619bc99a44abc5b697a32c0a2eb797eed12c8e56f921046380419c4c","0-eaf0461bc4d62f2f1423bce19cf242a00b9787455534e5dde762d8e9a394eb5f","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","2.4","4","2.4","","","","","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","95ca54b01980b60cf03bcfa19f9372926891a325a7fad06894d4e2ff48c7a266","0-031489014278f2eae3a9a81e41b0209750442614a3a4644946d2206724bbc329","0-514382555a85b40304d393e1f758bdd5c04ba22287023a669d20a61a9b7da90d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air National Guard","","","","","2","1.2","1","0.6","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","95ca54b01980b60cf03bcfa19f9372926891a325a7fad06894d4e2ff48c7a266","1-0ad3c2afae421cc0865c3bfd0ccf468f304a36af56d82f6c0bc8bf78845ba54e","0-514382555a85b40304d393e1f758bdd5c04ba22287023a669d20a61a9b7da90d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","1","0.6","2","1.2","","","","","","","","","","","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","95ca54b01980b60cf03bcfa19f9372926891a325a7fad06894d4e2ff48c7a266","2-c5d575b3a4d9c6181cfe631525f01ea4c52a65cbdbec44b4e3659f20170eb51c","0-514382555a85b40304d393e1f758bdd5c04ba22287023a669d20a61a9b7da90d","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Active","4","9.697","4","9.697","4","9.644","2","5.113","8","18.648","","","","","2","4.989","76","176.883","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8d4d83cc23dd2a0a56b5f91803df15fd1e4e30278d868b9d2ba94e70a834086c","0-3f39bdebc72d00c0742dcea6864c528f9fe4ffd18dbff171e79546559fc200a0","0-81f5adbb3ae97fca0d7a61ae3af5f6be8ded198618aea05111fec95a76d52450","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
"Air Force Reserve","","","","","","","","","","","3","7.717","","","","","1","2.207","","","2014-BASE_PROCUREMENT-2014-AIRFORCE_AIRCRAFT_VOL2-PROCUREMENT_JustificationBook_Air_Force_PB_2014.zzz_unzipped-PROCUREMENT_JustificationBook_Air_Force_PB_2014.xml","8d4d83cc23dd2a0a56b5f91803df15fd1e4e30278d868b9d2ba94e70a834086c","1-6abdc99a6ee18a039454b2d8f0aa1783a1583feb7925ba42bb90f7dcd316ddf8","0-81f5adbb3ae97fca0d7a61ae3af5f6be8ded198618aea05111fec95a76d52450","root.record.ItemExhibitList.P3AModificationItemGroup.ModificationItemList.ModificationItem.Installation.ImplementationMethodList.ImplementationMethod"
